invoice_number,vendor_name,address,issued_date,due_date,invoice_status,product_name,quantity,unit_price
68-2022-08-21-Co,Company C,Tuvalu,2022-08-21,2022-09-04,Paid,Mobile App Development,1,1479.43
24-2022-09-01-Co,Company C,Hungary,2022-09-01,2022-09-17,Paid,Mobile App Development,1,1990.88
44-2023-06-06-Co,Company B,Ecuador,2023-06-06,2023-06-16,Overdue,Mobile App Development,1,1246.85
98-2023-01-25-Co,Company C,United States of America,2023-01-25,2023-02-22,Pending,Web Development,1,2164.03
94-2023-05-13-Co,Company B,Denmark,2023-05-13,2023-05-23,Pending,AI Solution,1,7355.58
47-2023-04-08-Co,Company D,Honduras,2023-04-08,2023-04-22,Pending,AI Solution,1,7415.92
86-2023-02-15-Co,Company A,Cyprus,2023-02-15,2023-03-13,Pending,IoT Solution,1,6967.91
40-2023-06-04-Co,Company C,Thailand,2023-06-04,2023-06-19,Overdue,AI Solution,1,4671.19
98-2023-06-03-Co,Company B,Luxembourg,2023-06-03,2023-06-14,Paid,E-commerce Development,1,2459.19
96-2022-11-29-Co,Company C,Lebanon,2022-11-29,2022-12-28,Paid,Mobile App Development,1,2751.45
79-2023-04-21-Co,Company B,Zambia,2023-04-21,2023-05-11,Overdue,Mobile App Development,1,2344.73
67-2023-02-12-Co,Company B,Pitcairn Islands,2023-02-12,2023-02-19,Paid,AI Solution,1,9815.72
54-2023-04-17-Co,Company D,Iceland,2023-04-17,2023-05-11,Paid,IoT Solution,1,7498.81
53-2023-01-27-Co,Company D,Tajikistan,2023-01-27,2023-02-07,Paid,IoT Solution,1,2833.21
28-2022-07-16-Co,Company E,Indonesia,2022-07-16,2022-07-23,Overdue,AI Solution,1,7586.01
70-2023-01-24-Co,Company D,Christmas Island,2023-01-24,2023-02-18,Pending,AI Solution,1,8555.55
67-2022-07-22-Co,Company C,Bahrain,2022-07-22,2022-08-19,Pending,Mobile App Development,1,1402.24
94-2022-08-31-Co,Company E,Madagascar,2022-08-31,2022-09-20,Overdue,AI Solution,1,5353.08
44-2023-05-23-Co,Company E,Netherlands Antilles,2023-05-23,2023-06-13,Overdue,AI Solution,1,6172.3
85-2022-12-09-Co,Company C,Sri Lanka,2022-12-09,2022-12-17,Pending,UI/UX Design,1,336.75
58-2023-04-24-Co,Company B,Myanmar,2023-04-24,2023-05-15,Pending,Web Development,1,2604.1
91-2022-09-29-Co,Company C,Brunei Darussalam,2022-09-29,2022-10-08,Pending,IoT Solution,1,5348.82
77-2023-01-21-Co,Company B,Libyan Arab Jamahiriya,2023-01-21,2023-02-17,Overdue,IoT Solution,1,5356.12
42-2022-09-06-Co,Company B,Iran,2022-09-06,2022-09-15,Overdue,Mobile App Development,1,4696.77
90-2023-02-14-Co,Company B,Canada,2023-02-14,2023-03-08,Overdue,UI/UX Design,1,404.42
32-2023-05-26-Co,Company D,Latvia,2023-05-26,2023-06-19,Pending,AI Solution,1,8087.19
75-2022-10-07-Co,Company E,Mongolia,2022-10-07,2022-11-03,Pending,E-commerce Development,1,1203.6
45-2022-10-31-Co,Company D,Germany,2022-10-31,2022-11-24,Pending,UI/UX Design,1,342.25
45-2022-08-17-Co,Company A,Belize,2022-08-17,2022-08-31,Paid,E-commerce Development,1,1357.11
78-2022-10-10-Co,Company C,Monaco,2022-10-10,2022-11-05,Paid,E-commerce Development,1,4724.49
99-2023-01-12-Co,Company B,United States Virgin Islands,2023-01-12,2023-02-02,Overdue,IoT Solution,1,3341.96
81-2022-12-12-Co,Company D,Djibouti,2022-12-12,2022-12-31,Overdue,IoT Solution,1,6760.29
85-2023-06-12-Co,Company D,Zambia,2023-06-12,2023-06-29,Pending,Mobile App Development,1,2763.05
6-2022-08-09-Co,Company C,Algeria,2022-08-09,2022-08-25,Overdue,UI/UX Design,1,591.46
26-2023-05-17-Co,Company A,French Polynesia,2023-05-17,2023-06-03,Overdue,AI Solution,1,7879.12
6-2022-09-24-Co,Company C,Moldova,2022-09-24,2022-10-22,Pending,IoT Solution,1,6088.78
5-2022-10-15-Co,Company C,Holy See (Vatican City State),2022-10-15,2022-10-25,Paid,E-commerce Development,1,4495.01
43-2023-05-06-Co,Company A,Bermuda,2023-05-06,2023-05-20,Pending,Web Development,1,2691.53
33-2023-05-11-Co,Company A,Estonia,2023-05-11,2023-06-09,Paid,Mobile App Development,1,4769.67
85-2022-07-14-Co,Company D,Northern Mariana Islands,2022-07-14,2022-07-21,Pending,AI Solution,1,6135.3
17-2022-09-06-Co,Company B,Botswana,2022-09-06,2022-09-30,Paid,UI/UX Design,1,717.07
34-2022-12-03-Co,Company B,Hong Kong,2022-12-03,2022-12-16,Pending,Web Development,1,2085.76
58-2023-06-10-Co,Company C,Guernsey,2023-06-10,2023-07-04,Overdue,IoT Solution,1,2361.65
48-2023-04-05-Co,Company B,Nigeria,2023-04-05,2023-04-12,Paid,Web Development,1,1451.26
4-2022-11-21-Co,Company C,San Marino,2022-11-21,2022-12-09,Pending,Web Development,1,1375.49
17-2023-05-04-Co,Company B,Liechtenstein,2023-05-04,2023-05-21,Paid,IoT Solution,1,4816.52
99-2023-04-16-Co,Company D,Spain,2023-04-16,2023-04-24,Pending,E-commerce Development,1,2369.8
90-2023-04-07-Co,Company B,Vanuatu,2023-04-07,2023-05-07,Paid,Mobile App Development,1,3834.98
54-2022-12-08-Co,Company B,Micronesia,2022-12-08,2022-12-19,Pending,Web Development,1,1737.36
46-2022-09-03-Co,Company A,Bosnia and Herzegovina,2022-09-03,2022-09-28,Paid,E-commerce Development,1,2543.85
93-2023-02-11-Co,Company E,Jamaica,2023-02-11,2023-03-10,Paid,E-commerce Development,1,3503.04
19-2023-05-03-Co,Company C,Puerto Rico,2023-05-03,2023-05-19,Paid,AI Solution,1,3890.72
40-2023-01-16-Co,Company C,Portugal,2023-01-16,2023-02-03,Paid,UI/UX Design,1,889.51
19-2022-12-15-Co,Company E,Western Sahara,2022-12-15,2023-01-12,Pending,E-commerce Development,1,3415.11
71-2022-11-18-Co,Company B,Poland,2022-11-18,2022-12-15,Pending,AI Solution,1,5435.63
56-2022-09-23-Co,Company B,United States Virgin Islands,2022-09-23,2022-10-02,Paid,IoT Solution,1,5906.15
11-2023-03-05-Co,Company B,British Virgin Islands,2023-03-05,2023-03-16,Overdue,IoT Solution,1,6602.4
19-2023-01-15-Co,Company E,Madagascar,2023-01-15,2023-01-27,Paid,Mobile App Development,1,1123.37
76-2023-03-20-Co,Company A,Brazil,2023-03-20,2023-03-27,Paid,Mobile App Development,1,4019.93
22-2023-06-17-Co,Company A,Papua New Guinea,2023-06-17,2023-06-25,Overdue,Mobile App Development,1,1576.82
45-2022-09-03-Co,Company C,Reunion,2022-09-03,2022-10-03,Paid,Web Development,1,919.65
34-2023-01-25-Co,Company A,Cote d'Ivoire,2023-01-25,2023-02-07,Pending,Web Development,1,2132.66
84-2022-07-10-Co,Company C,Chile,2022-07-10,2022-07-25,Overdue,Web Development,1,2999.85
55-2023-02-25-Co,Company C,Bosnia and Herzegovina,2023-02-25,2023-03-17,Paid,E-commerce Development,1,4269.89
54-2022-07-15-Co,Company A,Turkmenistan,2022-07-15,2022-07-30,Paid,UI/UX Design,1,403.74
16-2023-02-12-Co,Company B,Guatemala,2023-02-12,2023-03-14,Overdue,UI/UX Design,1,596.74
54-2023-01-28-Co,Company E,Swaziland,2023-01-28,2023-02-12,Pending,UI/UX Design,1,739.83
75-2022-10-30-Co,Company E,Mali,2022-10-30,2022-11-08,Pending,E-commerce Development,1,3643.61
47-2022-11-01-Co,Company E,Norfolk Island,2022-11-01,2022-12-01,Pending,IoT Solution,1,3703.53
12-2023-02-26-Co,Company B,United Arab Emirates,2023-02-26,2023-03-10,Overdue,Web Development,1,1884.09
15-2023-03-14-Co,Company E,Latvia,2023-03-14,2023-03-29,Overdue,IoT Solution,1,6032.49
78-2023-06-12-Co,Company D,French Guiana,2023-06-12,2023-07-06,Paid,Web Development,1,1715.94
37-2023-04-11-Co,Company C,Andorra,2023-04-11,2023-04-22,Paid,UI/UX Design,1,541.45
83-2023-06-23-Co,Company B,Lithuania,2023-06-23,2023-07-07,Paid,AI Solution,1,3978.39
54-2022-12-14-Co,Company A,Macao,2022-12-14,2023-01-03,Overdue,E-commerce Development,1,2155.44
90-2023-02-08-Co,Company C,Faroe Islands,2023-02-08,2023-02-20,Overdue,IoT Solution,1,5810.97
15-2022-11-03-Co,Company D,Oman,2022-11-03,2022-11-30,Overdue,AI Solution,1,3702.55
76-2023-06-25-Co,Company A,Trinidad and Tobago,2023-06-25,2023-07-08,Paid,UI/UX Design,1,941.38
96-2022-10-18-Co,Company B,El Salvador,2022-10-18,2022-11-08,Overdue,AI Solution,1,8666.31
5-2023-03-28-Co,Company A,Lebanon,2023-03-28,2023-04-10,Pending,UI/UX Design,1,820.94
76-2023-03-05-Co,Company D,Czech Republic,2023-03-05,2023-03-31,Overdue,E-commerce Development,1,4401.58
14-2022-08-17-Co,Company E,Jersey,2022-08-17,2022-08-30,Overdue,E-commerce Development,1,4540.41
31-2023-02-24-Co,Company C,Austria,2023-02-24,2023-03-24,Pending,UI/UX Design,1,951.76
14-2023-03-15-Co,Company E,Guadeloupe,2023-03-15,2023-04-04,Paid,Mobile App Development,1,4423.42
97-2023-05-31-Co,Company E,China,2023-05-31,2023-06-13,Pending,Web Development,1,2890.06
35-2023-02-28-Co,Company A,Lesotho,2023-02-28,2023-03-21,Paid,Web Development,1,1452.94
39-2023-03-23-Co,Company A,Belgium,2023-03-23,2023-04-19,Paid,E-commerce Development,1,1624.62
4-2022-12-02-Co,Company C,Puerto Rico,2022-12-02,2022-12-29,Overdue,Web Development,1,806.34
69-2022-09-08-Co,Company E,Botswana,2022-09-08,2022-09-17,Pending,Mobile App Development,1,2681.89
77-2023-01-26-Co,Company B,Montenegro,2023-01-26,2023-02-07,Pending,AI Solution,1,4784.08
70-2022-08-06-Co,Company B,Singapore,2022-08-06,2022-08-30,Overdue,UI/UX Design,1,656.35
23-2023-04-05-Co,Company E,Saudi Arabia,2023-04-05,2023-04-29,Pending,Web Development,1,608.97
56-2023-02-20-Co,Company C,Haiti,2023-02-20,2023-03-12,Paid,E-commerce Development,1,4960.39
49-2023-03-30-Co,Company A,Lao People's Democratic Republic,2023-03-30,2023-04-11,Overdue,E-commerce Development,1,3048.94
14-2022-09-02-Co,Company E,Morocco,2022-09-02,2022-09-12,Paid,UI/UX Design,1,299.8
2-2022-11-04-Co,Company D,Oman,2022-11-04,2022-11-24,Paid,Mobile App Development,1,1772.56
71-2023-05-24-Co,Company B,Trinidad and Tobago,2023-05-24,2023-06-05,Overdue,Web Development,1,1429.28
60-2022-08-30-Co,Company B,Lebanon,2022-08-30,2022-09-22,Paid,Web Development,1,2741.85
63-2022-09-06-Co,Company B,Svalbard & Jan Mayen Islands,2022-09-06,2022-09-17,Pending,AI Solution,1,5939.66
80-2022-10-20-Co,Company D,Sudan,2022-10-20,2022-11-14,Pending,Web Development,1,2343.0
90-2023-06-18-Co,Company C,France,2023-06-18,2023-07-09,Overdue,Mobile App Development,1,1229.52
8-2023-04-24-Co,Company D,Thailand,2023-04-24,2023-05-14,Overdue,Web Development,1,2240.77
2-2023-06-21-Co,Company A,Belize,2023-06-21,2023-07-07,Pending,IoT Solution,1,2123.62
70-2023-05-29-Co,Company B,Greece,2023-05-29,2023-06-16,Pending,AI Solution,1,6082.02
43-2022-11-23-Co,Company D,Seychelles,2022-11-23,2022-12-04,Paid,AI Solution,1,7515.35
99-2022-10-04-Co,Company E,Austria,2022-10-04,2022-11-03,Pending,AI Solution,1,5200.37
30-2022-12-21-Co,Company A,Canada,2022-12-21,2023-01-10,Overdue,UI/UX Design,1,326.13
48-2023-05-11-Co,Company E,Zimbabwe,2023-05-11,2023-06-02,Overdue,Mobile App Development,1,4179.09
54-2023-05-30-Co,Company E,Moldova,2023-05-30,2023-06-24,Pending,AI Solution,1,3345.6
23-2023-07-07-Co,Company B,Somalia,2023-07-07,2023-07-28,Paid,AI Solution,1,6332.37
98-2022-11-05-Co,Company D,Bolivia,2022-11-05,2022-11-17,Paid,UI/UX Design,1,446.8
64-2022-10-28-Co,Company D,Guatemala,2022-10-28,2022-11-27,Pending,Web Development,1,1711.28
7-2022-12-08-Co,Company C,Belarus,2022-12-08,2023-01-03,Overdue,E-commerce Development,1,1595.34
85-2022-10-13-Co,Company A,Monaco,2022-10-13,2022-11-02,Paid,Web Development,1,2460.85
47-2022-11-22-Co,Company D,Mauritania,2022-11-22,2022-12-11,Pending,AI Solution,1,7433.15
15-2022-09-22-Co,Company C,Ireland,2022-09-22,2022-10-04,Paid,UI/UX Design,1,975.4
70-2022-11-29-Co,Company C,Saudi Arabia,2022-11-29,2022-12-26,Paid,Mobile App Development,1,2141.13
30-2023-04-02-Co,Company C,Egypt,2023-04-02,2023-04-14,Overdue,E-commerce Development,1,3545.27
73-2023-01-27-Co,Company E,Zambia,2023-01-27,2023-02-19,Pending,IoT Solution,1,7013.55
14-2022-11-06-Co,Company A,Eritrea,2022-11-06,2022-12-02,Paid,UI/UX Design,1,641.49
79-2022-11-21-Co,Company A,Namibia,2022-11-21,2022-11-29,Paid,AI Solution,1,5443.06
72-2023-05-21-Co,Company D,Ghana,2023-05-21,2023-06-10,Pending,UI/UX Design,1,397.16
12-2022-08-08-Co,Company B,Monaco,2022-08-08,2022-09-01,Paid,Web Development,1,1657.7
100-2023-03-28-Co,Company B,Svalbard & Jan Mayen Islands,2023-03-28,2023-04-24,Paid,AI Solution,1,6757.93
76-2022-07-12-Co,Company C,Djibouti,2022-07-12,2022-08-03,Overdue,Web Development,1,2396.92
14-2023-03-09-Co,Company A,United Kingdom,2023-03-09,2023-04-07,Paid,IoT Solution,1,7772.89
40-2023-04-11-Co,Company B,Saint Pierre and Miquelon,2023-04-11,2023-04-18,Pending,IoT Solution,1,3997.86
82-2022-11-03-Co,Company B,Belarus,2022-11-03,2022-11-27,Paid,IoT Solution,1,4895.57
2-2023-04-21-Co,Company E,Ghana,2023-04-21,2023-05-06,Overdue,E-commerce Development,1,4451.99
29-2023-04-23-Co,Company C,Congo,2023-04-23,2023-05-01,Overdue,AI Solution,1,9884.78
61-2023-02-12-Co,Company D,Morocco,2023-02-12,2023-03-03,Paid,IoT Solution,1,3124.98
29-2023-04-03-Co,Company B,Libyan Arab Jamahiriya,2023-04-03,2023-04-27,Pending,E-commerce Development,1,1525.8
61-2023-01-17-Co,Company C,Korea,2023-01-17,2023-02-16,Paid,Mobile App Development,1,4664.26
89-2022-11-09-Co,Company C,Poland,2022-11-09,2022-12-05,Overdue,AI Solution,1,7705.55
52-2023-06-29-Co,Company A,American Samoa,2023-06-29,2023-07-24,Pending,UI/UX Design,1,944.89
14-2023-06-12-Co,Company E,New Zealand,2023-06-12,2023-07-10,Paid,UI/UX Design,1,617.56
11-2023-07-05-Co,Company D,Jersey,2023-07-05,2023-08-04,Pending,IoT Solution,1,2063.22
85-2023-04-19-Co,Company E,Myanmar,2023-04-19,2023-05-03,Paid,Mobile App Development,1,1639.67
65-2022-08-19-Co,Company A,Mauritius,2022-08-19,2022-09-06,Pending,Mobile App Development,1,3167.15
65-2022-09-02-Co,Company A,New Caledonia,2022-09-02,2022-09-28,Pending,Mobile App Development,1,2569.78
12-2023-03-01-Co,Company A,Kazakhstan,2023-03-01,2023-03-20,Pending,IoT Solution,1,6266.26
39-2023-05-21-Co,Company C,Brunei Darussalam,2023-05-21,2023-06-04,Overdue,Web Development,1,1614.44
37-2023-02-13-Co,Company A,Kenya,2023-02-13,2023-03-14,Pending,Web Development,1,2459.12
74-2023-05-02-Co,Company E,Nauru,2023-05-02,2023-05-17,Pending,IoT Solution,1,2544.8
70-2022-08-03-Co,Company E,Nepal,2022-08-03,2022-08-31,Pending,UI/UX Design,1,780.9
22-2022-10-21-Co,Company A,Reunion,2022-10-21,2022-11-12,Overdue,Web Development,1,2946.34
76-2022-10-30-Co,Company C,Jamaica,2022-10-30,2022-11-24,Paid,AI Solution,1,9415.7
46-2022-12-30-Co,Company E,Montserrat,2022-12-30,2023-01-10,Overdue,AI Solution,1,5058.38
8-2023-02-21-Co,Company D,Slovakia (Slovak Republic),2023-02-21,2023-03-08,Overdue,E-commerce Development,1,2332.64
4-2023-02-14-Co,Company C,Saint Lucia,2023-02-14,2023-03-04,Overdue,IoT Solution,1,3436.15
87-2023-01-17-Co,Company B,New Zealand,2023-01-17,2023-01-27,Overdue,AI Solution,1,6481.96
63-2022-07-24-Co,Company C,Montenegro,2022-07-24,2022-08-13,Paid,UI/UX Design,1,800.32
59-2023-02-28-Co,Company A,Greece,2023-02-28,2023-03-18,Paid,Mobile App Development,1,1753.15
44-2022-12-21-Co,Company B,Namibia,2022-12-21,2023-01-20,Pending,UI/UX Design,1,843.63
96-2023-05-15-Co,Company B,Mali,2023-05-15,2023-05-27,Overdue,E-commerce Development,1,1099.79
10-2023-04-30-Co,Company B,Tanzania,2023-04-30,2023-05-30,Paid,Mobile App Development,1,4414.39
4-2022-09-25-Co,Company C,Northern Mariana Islands,2022-09-25,2022-10-15,Paid,E-commerce Development,1,1349.54
1-2023-02-03-Co,Company D,Vanuatu,2023-02-03,2023-03-02,Paid,Web Development,1,1799.68
78-2023-01-09-Co,Company D,Angola,2023-01-09,2023-02-07,Paid,UI/UX Design,1,467.1
17-2022-12-02-Co,Company A,Central African Republic,2022-12-02,2022-12-28,Pending,IoT Solution,1,5859.49
88-2022-12-10-Co,Company A,Swaziland,2022-12-10,2022-12-21,Paid,IoT Solution,1,3627.83
58-2023-06-06-Co,Company E,Korea,2023-06-06,2023-06-23,Overdue,Mobile App Development,1,3449.18
48-2022-12-02-Co,Company A,Bermuda,2022-12-02,2022-12-31,Pending,UI/UX Design,1,802.76
58-2022-12-19-Co,Company E,Antigua and Barbuda,2022-12-19,2023-01-03,Pending,Web Development,1,560.45
86-2023-06-07-Co,Company A,Reunion,2023-06-07,2023-06-17,Overdue,IoT Solution,1,5752.66
40-2022-09-28-Co,Company A,Lebanon,2022-09-28,2022-10-08,Pending,Mobile App Development,1,3929.65
12-2023-05-31-Co,Company B,Greenland,2023-05-31,2023-06-17,Overdue,Web Development,1,856.11
71-2022-12-25-Co,Company B,Faroe Islands,2022-12-25,2023-01-10,Pending,UI/UX Design,1,679.5
60-2023-07-06-Co,Company C,Hungary,2023-07-06,2023-07-13,Pending,E-commerce Development,1,4985.18
39-2023-01-25-Co,Company D,Suriname,2023-01-25,2023-02-02,Pending,E-commerce Development,1,2665.58
50-2022-12-26-Co,Company D,Tunisia,2022-12-26,2023-01-21,Paid,AI Solution,1,4800.82
16-2022-12-18-Co,Company B,Equatorial Guinea,2022-12-18,2022-12-28,Overdue,UI/UX Design,1,832.88
56-2023-01-15-Co,Company E,Jersey,2023-01-15,2023-02-06,Paid,AI Solution,1,3891.0
43-2022-12-18-Co,Company C,North Macedonia,2022-12-18,2023-01-16,Paid,E-commerce Development,1,4632.42
47-2023-07-03-Co,Company A,Honduras,2023-07-03,2023-07-12,Overdue,IoT Solution,1,6067.13
35-2022-12-21-Co,Company A,Tajikistan,2022-12-21,2023-01-03,Pending,UI/UX Design,1,635.25
79-2022-08-02-Co,Company E,New Caledonia,2022-08-02,2022-08-26,Pending,Web Development,1,1959.32
13-2023-06-07-Co,Company D,Uzbekistan,2023-06-07,2023-07-02,Overdue,Mobile App Development,1,3751.11
54-2022-09-04-Co,Company A,Reunion,2022-09-04,2022-09-13,Pending,AI Solution,1,7787.01
22-2023-06-16-Co,Company B,Niue,2023-06-16,2023-07-13,Pending,UI/UX Design,1,690.85
26-2022-11-12-Co,Company B,Cyprus,2022-11-12,2022-12-09,Overdue,Mobile App Development,1,4434.33
17-2022-11-02-Co,Company B,Sri Lanka,2022-11-02,2022-11-10,Pending,Mobile App Development,1,3039.97
53-2023-01-04-Co,Company E,Vietnam,2023-01-04,2023-01-29,Paid,UI/UX Design,1,207.01
48-2023-03-17-Co,Company A,Kenya,2023-03-17,2023-03-29,Pending,AI Solution,1,6133.73
12-2023-01-10-Co,Company D,Vanuatu,2023-01-10,2023-01-20,Overdue,Mobile App Development,1,4217.01
48-2023-01-12-Co,Company A,Reunion,2023-01-12,2023-02-06,Pending,UI/UX Design,1,489.57
2-2023-01-10-Co,Company E,North Macedonia,2023-01-10,2023-01-18,Paid,AI Solution,1,5496.18
14-2022-07-31-Co,Company D,Montenegro,2022-07-31,2022-08-26,Paid,E-commerce Development,1,2291.34
75-2022-12-16-Co,Company E,Azerbaijan,2022-12-16,2023-01-03,Paid,Web Development,1,2579.64
2-2022-08-12-Co,Company B,Sri Lanka,2022-08-12,2022-09-11,Overdue,E-commerce Development,1,4687.32
20-2022-11-23-Co,Company E,Egypt,2022-11-23,2022-12-19,Overdue,Web Development,1,1055.78
3-2023-01-29-Co,Company A,Cocos (Keeling) Islands,2023-01-29,2023-02-13,Paid,UI/UX Design,1,871.85
11-2023-06-30-Co,Company E,South Africa,2023-06-30,2023-07-14,Pending,Web Development,1,2114.78
71-2023-01-05-Co,Company E,Namibia,2023-01-05,2023-01-26,Pending,E-commerce Development,1,4599.61
12-2022-11-11-Co,Company B,Indonesia,2022-11-11,2022-11-25,Pending,Web Development,1,2977.04
30-2023-03-20-Co,Company B,Barbados,2023-03-20,2023-04-09,Paid,IoT Solution,1,7991.98
27-2022-11-07-Co,Company D,Bosnia and Herzegovina,2022-11-07,2022-11-14,Overdue,E-commerce Development,1,2846.93
82-2022-10-02-Co,Company D,Panama,2022-10-02,2022-10-28,Pending,Web Development,1,1901.48
33-2023-05-31-Co,Company E,Uganda,2023-05-31,2023-06-21,Overdue,E-commerce Development,1,3493.94
67-2023-02-18-Co,Company A,Dominica,2023-02-18,2023-03-13,Pending,Mobile App Development,1,4039.58
26-2023-04-28-Co,Company A,Taiwan,2023-04-28,2023-05-25,Overdue,IoT Solution,1,7879.42
4-2022-12-24-Co,Company C,Fiji,2022-12-24,2023-01-07,Paid,IoT Solution,1,3658.07
44-2023-01-02-Co,Company B,Macao,2023-01-02,2023-01-29,Pending,Mobile App Development,1,4096.34
94-2023-05-11-Co,Company B,Micronesia,2023-05-11,2023-05-24,Pending,E-commerce Development,1,4845.53
66-2023-03-30-Co,Company C,Myanmar,2023-03-30,2023-04-18,Pending,Mobile App Development,1,1409.19
24-2023-04-17-Co,Company E,Korea,2023-04-17,2023-04-24,Overdue,UI/UX Design,1,793.94
27-2023-05-24-Co,Company E,Northern Mariana Islands,2023-05-24,2023-06-22,Paid,E-commerce Development,1,3267.36
20-2022-12-25-Co,Company C,Christmas Island,2022-12-25,2023-01-20,Pending,Web Development,1,900.26
54-2022-11-03-Co,Company A,Christmas Island,2022-11-03,2022-11-18,Paid,Web Development,1,2344.23
76-2022-12-08-Co,Company E,Guinea,2022-12-08,2022-12-29,Paid,IoT Solution,1,4621.78
88-2023-02-01-Co,Company D,Iceland,2023-02-01,2023-03-03,Overdue,IoT Solution,1,5443.7
86-2022-10-05-Co,Company A,Cameroon,2022-10-05,2022-10-31,Overdue,E-commerce Development,1,1349.65
60-2022-11-09-Co,Company A,Antigua and Barbuda,2022-11-09,2022-12-07,Pending,Web Development,1,2308.91
43-2022-07-13-Co,Company D,British Virgin Islands,2022-07-13,2022-07-21,Overdue,Mobile App Development,1,2667.25
60-2022-08-31-Co,Company B,El Salvador,2022-08-31,2022-09-29,Overdue,Web Development,1,2017.54
14-2022-10-28-Co,Company A,United States Virgin Islands,2022-10-28,2022-11-11,Overdue,UI/UX Design,1,772.53
13-2023-04-07-Co,Company E,Ethiopia,2023-04-07,2023-04-15,Paid,Mobile App Development,1,2796.69
9-2023-06-11-Co,Company C,Martinique,2023-06-11,2023-06-20,Paid,AI Solution,1,6237.0
39-2023-02-06-Co,Company A,Russian Federation,2023-02-06,2023-02-26,Paid,AI Solution,1,7948.68
77-2023-04-19-Co,Company D,Guadeloupe,2023-04-19,2023-05-07,Pending,IoT Solution,1,4165.67
78-2023-05-11-Co,Company C,French Southern Territories,2023-05-11,2023-06-01,Pending,Web Development,1,1018.82
43-2022-11-15-Co,Company E,Jordan,2022-11-15,2022-12-14,Paid,IoT Solution,1,6798.86
11-2022-10-17-Co,Company A,Guinea-Bissau,2022-10-17,2022-11-01,Paid,Web Development,1,718.64
78-2022-10-12-Co,Company B,Yemen,2022-10-12,2022-10-27,Overdue,IoT Solution,1,5957.77
1-2023-02-06-Co,Company D,Falkland Islands (Malvinas),2023-02-06,2023-02-26,Pending,IoT Solution,1,7593.3
